name,time,Sensor1,Sensor5
Sensor_board_1,1685658436539568000,51074,14132
Sensor_board_1,1685658436563659000,50869,30079
Sensor_board_1,1685658436596470000,48443,19204
Sensor_board_1,1685658436619459000,46311,38462
Sensor_board_1,1685658436638389000,13666,7468
Sensor_board_1,1685658436660496000,52988,24673
Sensor_board_1,1685658436681403000,57327,18238
Sensor_board_1,1685658436712450000,7071,8207
Sensor_board_1,1685658436732463000,25970,34102
Sensor_board_1,1685658436754369000,59846,41473
Sensor_board_1,1685658436772479000,55514,44562
Sensor_board_1,1685658436793381000,47418,27935
Sensor_board_1,1685658436814397000,25077,1098
Sensor_board_1,1685658436835413000,9293,59730
Sensor_board_1,1685658436857384000,18767,56841
Sensor_board_1,1685658436881444000,24802,16419
Sensor_board_1,1685658436903484000,14297,36963
Sensor_board_1,1685658436925474000,50595,19207
Sensor_board_1,1685658436948768000,40355,40768
Sensor_board_1,1685658436972612000,8674,59401
Sensor_board_1,1685658436995593000,64660,34079
Sensor_board_1,1685658437019601000,35213,45604
Sensor_board_1,1685658437043462000,14324,19320
Sensor_board_1,1685658437065422000,22734,46689
Sensor_board_1,1685658437088589000,12384,26744
Sensor_board_1,1685658437111516000,3406,5215
Sensor_board_1,1685658437134651000,32883,38430
Sensor_board_1,1685658437157607000,6989,48172
Sensor_board_1,1685658437179515000,21928,39488
Sensor_board_1,1685658437202483000,31855,23569
Sensor_board_1,1685658437224745000,51671,61516
Sensor_board_1,1685658437248773000,44745,36360
Sensor_board_1,1685658437272594000,746,21335
Sensor_board_1,1685658437302659000,63173,23832
Sensor_board_1,1685658437322547000,61176,48213
Sensor_board_1,1685658437344591000,29331,45060
Sensor_board_1,1685658437366565000,1671,36877
Sensor_board_1,1685658437389595000,50706,4179
Sensor_board_1,1685658437413704000,41037,13917
Sensor_board_1,1685658437437704000,55777,44340
Sensor_board_1,1685658437461751000,24438,8216
Sensor_board_1,1685658437485826000,55784,46432
Sensor_board_1,1685658437509837000,44216,17170
Sensor_board_1,1685658437533681000,49234,21023
Sensor_board_1,1685658437555654000,13776,5901
Sensor_board_1,1685658437579776000,41048,22301
Sensor_board_1,1685658437603933000,6420,19557
Sensor_board_1,1685658437627765000,65368,35338
Sensor_board_1,1685658437650738000,49807,49205
Sensor_board_1,1685658437672634000,48267,37716
Sensor_board_1,1685658437695733000,3271,11845
Sensor_board_1,1685658437719866000,39702,49152
Sensor_board_1,1685658437742764000,10816,42754
Sensor_board_1,1685658437766989000,20425,39768
Sensor_board_1,1685658437789800000,32522,38664
Sensor_board_1,1685658437811766000,39483,31797
Sensor_board_1,1685658437836057000,3803,2849
Sensor_board_1,1685658437860930000,48490,28247
Sensor_board_1,1685658437884852000,26970,42019
Sensor_board_1,1685658437922633000,48372,11526
Sensor_board_1,1685658437945757000,47743,28455
Sensor_board_1,1685658437967810000,40146,50186
Sensor_board_1,1685658437989827000,43631,27465
Sensor_board_1,1685658438011677000,61585,23369
Sensor_board_1,1685658438033703000,37194,14136
Sensor_board_1,1685658438057811000,7560,43274
Sensor_board_1,1685658438081706000,55868,13175
Sensor_board_1,1685658438103659000,45151,9552
Sensor_board_1,1685658438126690000,6600,14687
Sensor_board_1,1685658438149918000,52746,47193
Sensor_board_1,1685658438174033000,10452,2614
Sensor_board_1,1685658438197726000,30291,34824
Sensor_board_1,1685658438219668000,56682,26149
Sensor_board_1,1685658438241742000,61762,26122
Sensor_board_1,1685658438264776000,45435,46934
Sensor_board_1,1685658438306943000,58607,50809
Sensor_board_1,1685658438333671000,2437,6452
Sensor_board_1,1685658438355645000,16271,57866
Sensor_board_1,1685658438377638000,7406,55833
Sensor_board_1,1685658438399982000,8692,45180
Sensor_board_1,1685658438423631000,56126,11634
Sensor_board_1,1685658438446632000,19530,30799
Sensor_board_1,1685658438470694000,63258,50194
Sensor_board_1,1685658438493551000,47864,14947
Sensor_board_1,1685658438515633000,64722,24136
Sensor_board_1,1685658438539490000,43445,52825
Sensor_board_1,1685658438562630000,62025,10060
Sensor_board_1,1685658438585511000,23638,32853
Sensor_board_1,1685658438607458000,21447,19778
Sensor_board_1,1685658438629452000,5498,38970
Sensor_board_1,1685658438651707000,64464,31344
Sensor_board_1,1685658438674504000,28478,11287
Sensor_board_1,1685658438697645000,31020,60216
Sensor_board_1,1685658438721651000,47178,6434
Sensor_board_1,1685658438744556000,57070,19574
Sensor_board_1,1685658438767540000,17491,55332
Sensor_board_1,1685658438790746000,6331,9254
Sensor_board_1,1685658438813633000,28841,55889
Sensor_board_1,1685658438836602000,35911,60947
Sensor_board_1,1685658438860776000,8121,58922
Sensor_board_1,1685658438884654000,45989,2162
Sensor_board_1,1685658438908821000,44737,46682
Sensor_board_1,1685658438934869000,59511,3175
Sensor_board_1,1685658438956722000,29860,48431
Sensor_board_1,1685658438978553000,22449,7440
Sensor_board_1,1685658439000836000,16258,24386
Sensor_board_1,1685658439024774000,33416,46366
Sensor_board_1,1685658439050300000,22488,11301
Sensor_board_1,1685658439075841000,23950,39547
Sensor_board_1,1685658439100847000,37583,26154
Sensor_board_1,1685658439125885000,59745,4198
Sensor_board_1,1685658439145812000,63146,24922
Sensor_board_1,1685658439165675000,26304,36675
Sensor_board_1,1685658439186601000,4339,7493
Sensor_board_1,1685658439208569000,37110,20833
Sensor_board_1,1685658439228612000,31522,52019
Sensor_board_1,1685658439248547000,63514,47732
Sensor_board_1,1685658439267778000,59787,35345
Sensor_board_1,1685658439288526000,13308,47166
Sensor_board_1,1685658439309669000,7122,8197
Sensor_board_1,1685658439331662000,59214,40491
Sensor_board_1,1685658439353539000,56623,28495
Sensor_board_1,1685658439375556000,2069,3105
Sensor_board_1,1685658439397603000,26252,62497
Sensor_board_1,1685658439419562000,17451,57915
Sensor_board_1,1685658439441561000,41504,36366
Sensor_board_1,1685658439463692000,52862,39451
Sensor_board_1,1685658439485930000,11946,10030
Sensor_board_1,1685658439509580000,65055,11285
Sensor_board_1,1685658439531829000,9799,43062
Sensor_board_1,1685658439554576000,27977,19043
Sensor_board_1,1685658439577549000,53938,55369
Sensor_board_1,1685658439600753000,52045,62840
Sensor_board_1,1685658439624794000,17911,51763
Sensor_board_1,1685658439648802000,6767,43804
Sensor_board_1,1685658439671810000,35575,33798
Sensor_board_1,1685658439695006000,47645,27648
Sensor_board_1,1685658439725557000,27541,40210
Sensor_board_1,1685658439745579000,39983,36938
Sensor_board_1,1685658439764580000,10710,7742
Sensor_board_1,1685658439786502000,51581,60672
Sensor_board_1,1685658439806568000,3560,25640
Sensor_board_1,1685658439828418000,25538,39989
Sensor_board_1,1685658439849480000,52027,45691
Sensor_board_1,1685658439871481000,31023,53833
Sensor_board_1,1685658439892401000,61432,17985
Sensor_board_1,1685658439914453000,38124,52508
Sensor_board_1,1685658439936530000,19677,8197
Sensor_board_1,1685658439958339000,32490,33382
Sensor_board_1,1685658439979580000,24196,29005
Sensor_board_1,1685658440003730000,62109,55153
Sensor_board_1,1685658440026595000,39191,30795
Sensor_board_1,1685658440049782000,20643,59945
Sensor_board_1,1685658440073666000,28654,47891
Sensor_board_1,1685658440095410000,54990,42770
Sensor_board_1,1685658440121475000,52269,60794
Sensor_board_1,1685658440142454000,25531,34590
Sensor_board_1,1685658440162590000,14153,7472
Sensor_board_1,1685658440182392000,5288,56953
Sensor_board_1,1685658440201426000,10080,60702
Sensor_board_1,1685658440219590000,62727,10846
Sensor_board_1,1685658440238534000,29520,52592
Sensor_board_1,1685658440258485000,55556,21611
Sensor_board_1,1685658440277521000,59438,47888
Sensor_board_1,1685658440297672000,20738,55854
Sensor_board_1,1685658440317551000,61256,1365
Sensor_board_1,1685658440337414000,12079,9010
Sensor_board_1,1685658440355601000,61275,62738
Sensor_board_1,1685658440376606000,36109,37758
Sensor_board_1,1685658440395493000,27557,34896
Sensor_board_1,1685658440415467000,63246,35960
Sensor_board_1,1685658440434430000,1065,53284
Sensor_board_1,1685658440455447000,4329,51054
Sensor_board_1,1685658440474536000,8520,14443
Sensor_board_1,1685658440496622000,16119,48128
Sensor_board_1,1685658440516632000,45416,22316
Sensor_board_1,1685658440537509000,24577,23146
Sensor_board_1,1685658440558324000,48371,56921
Sensor_board_1,1685658440577578000,58598,4627
Sensor_board_1,1685658440598462000,37109,33831
Sensor_board_1,1685658440619696000,60629,50760
Sensor_board_1,1685658440639489000,30857,40546
Sensor_board_1,1685658440658415000,1951,1821
Sensor_board_1,1685658440678666000,39895,63318
Sensor_board_1,1685658440698504000,50991,17692
Sensor_board_1,1685658440718350000,63880,54572
Sensor_board_1,1685658440737467000,15952,63090
Sensor_board_1,1685658440757430000,6409,58667
Sensor_board_1,1685658440778527000,14372,37670
Sensor_board_1,1685658440799458000,29642,25674
Sensor_board_1,1685658440821370000,34041,16929
Sensor_board_1,1685658440843368000,43546,14086
Sensor_board_1,1685658440864357000,18924,57363
Sensor_board_1,1685658440888435000,7425,19297
Sensor_board_1,1685658440911617000,3121,45130
Sensor_board_1,1685658440932535000,25532,57448
Sensor_board_1,1685658440953472000,11317,23045
Sensor_board_1,1685658440973478000,4876,24846
Sensor_board_1,1685658440994456000,17451,4929
Sensor_board_1,1685658441014558000,51328,64573
Sensor_board_1,1685658441035437000,46432,55564
Sensor_board_1,1685658441057347000,51609,10610
Sensor_board_1,1685658441080444000,48827,30524
Sensor_board_1,1685658441102533000,16874,36193
Sensor_board_1,1685658441122389000,7924,11061
Sensor_board_1,1685658441142335000,28411,23050
Sensor_board_1,1685658441161415000,55783,44578
Sensor_board_1,1685658441180316000,34536,2914
Sensor_board_1,1685658441200413000,32548,43120
Sensor_board_1,1685658441246811000,20647,33629
Sensor_board_1,1685658441290621000,20704,9804
Sensor_board_1,1685658441313397000,33628,53070
Sensor_board_1,1685658441334351000,37033,58129
Sensor_board_1,1685658441357865000,45033,57971
Sensor_board_1,1685658441380416000,17740,35138
Sensor_board_1,1685658441401358000,57135,20272
Sensor_board_1,1685658441425716000,14708,45340
Sensor_board_1,1685658441447344000,60765,12879
Sensor_board_1,1685658441465246000,35692,34624
Sensor_board_1,1685658441487490000,61199,13372
Sensor_board_1,1685658441506499000,58364,45660
Sensor_board_1,1685658441526265000,19278,8780
Sensor_board_1,1685658441545352000,29985,8535
Sensor_board_1,1685658441564258000,57272,61749
Sensor_board_1,1685658441583375000,29728,34161
Sensor_board_1,1685658441602316000,32923,8451
Sensor_board_1,1685658441621326000,58307,55641
Sensor_board_1,1685658441641765000,16406,11535
Sensor_board_1,1685658441660559000,39776,8495
Sensor_board_1,1685658441686356000,18242,46142
Sensor_board_1,1685658441707289000,26730,61236
Sensor_board_1,1685658441729513000,56153,3393
Sensor_board_1,1685658441748415000,53051,31761
Sensor_board_1,1685658441768305000,39182,51754
Sensor_board_1,1685658441786271000,63487,65344
Sensor_board_1,1685658441804188000,1033,46919
Sensor_board_1,1685658441823299000,58665,36141
Sensor_board_1,1685658441842230000,38881,5149
Sensor_board_1,1685658441862236000,8590,1858
Sensor_board_1,1685658441882336000,20625,30540
Sensor_board_1,1685658441900260000,42746,31590
Sensor_board_1,1685658441919245000,23215,14449
Sensor_board_1,1685658441939313000,54308,35361
Sensor_board_1,1685658441959264000,64811,4908
Sensor_board_1,1685658441978230000,35525,29955
Sensor_board_1,1685658441996244000,20530,22082
Sensor_board_1,1685658442015265000,27616,51801
Sensor_board_1,1685658442034242000,37902,1546
Sensor_board_1,1685658442057331000,62275,41747
Sensor_board_1,1685658442080309000,38084,19005
Sensor_board_1,1685658442104521000,46651,52763
Sensor_board_1,1685658442123335000,50752,22130
Sensor_board_1,1685658442142250000,59428,56088
Sensor_board_1,1685658442161236000,63152,2382
Sensor_board_1,1685658442180271000,54460,29026
Sensor_board_1,1685658442200632000,40545,28430
Sensor_board_1,1685658442218607000,5999,6762
Sensor_board_1,1685658442240350000,886,17161
Sensor_board_1,1685658442260290000,37846,3328
Sensor_board_1,1685658442278382000,23321,20572
Sensor_board_1,1685658442298494000,17680,7712
Sensor_board_1,1685658442317436000,4300,59451
Sensor_board_1,1685658442336465000,54999,2338
Sensor_board_1,1685658442356045000,59916,12389
Sensor_board_1,1685658442375535000,53751,48762
Sensor_board_1,1685658442395420000,46175,20490
Sensor_board_1,1685658442413451000,6047,31783
Sensor_board_1,1685658442433336000,55490,4364
Sensor_board_1,1685658442452609000,9783,28983
Sensor_board_1,1685658442472309000,20316,58156
Sensor_board_1,1685658442490569000,771,47918
Sensor_board_1,1685658442510292000,40337,37247
Sensor_board_1,1685658442530511000,41246,53522
Sensor_board_1,1685658442549375000,54881,56663
Sensor_board_1,1685658442567335000,40800,43828
Sensor_board_1,1685658442589638000,12841,62077
Sensor_board_1,1685658442610339000,12870,27228
Sensor_board_1,1685658442629450000,54520,4105
Sensor_board_1,1685658442649309000,32747,11900
Sensor_board_1,1685658442670397000,38145,34887
Sensor_board_1,1685658442691243000,49745,52789
Sensor_board_1,1685658442709545000,57083,40497
Sensor_board_1,1685658442729379000,44710,50266
Sensor_board_1,1685658442747599000,22191,46647
Sensor_board_1,1685658442767853000,11591,61758
Sensor_board_1,1685658442788476000,31297,24581
Sensor_board_1,1685658442809517000,5266,14380
Sensor_board_1,1685658442827531000,62026,19279
Sensor_board_1,1685658442847450000,7267,62029
Sensor_board_1,1685658442867512000,19884,40291
Sensor_board_1,1685658442903702000,47663,8208
Sensor_board_1,1685658442924607000,13918,40823
Sensor_board_1,1685658442961796000,31004,264
Sensor_board_1,1685658442995563000,1333,60723
Sensor_board_1,1685658443015449000,29807,63613
Sensor_board_1,1685658443034354000,55254,52496
Sensor_board_1,1685658443060005000,16371,65124
Sensor_board_1,1685658443089735000,53914,61723
Sensor_board_1,1685658443113620000,65176,43597
Sensor_board_1,1685658443135594000,52213,25444
Sensor_board_1,1685658443159671000,1512,46631
Sensor_board_1,1685658443192584000,47887,38526
Sensor_board_1,1685658443212605000,2621,23659
Sensor_board_1,1685658443233642000,7508,11874
Sensor_board_1,1685658443255758000,23171,46624
Sensor_board_1,1685658443282614000,52098,58464
Sensor_board_1,1685658443305634000,44031,10014
Sensor_board_1,1685658443328530000,31646,20248
Sensor_board_1,1685658443350572000,59506,57909
Sensor_board_1,1685658443372647000,6586,19234
Sensor_board_1,1685658443393681000,30111,45080
Sensor_board_1,1685658443413878000,40547,50025
Sensor_board_1,1685658443433796000,22301,38962
Sensor_board_1,1685658443456895000,40840,59947
Sensor_board_1,1685658443477819000,55899,17511
Sensor_board_1,1685658443503883000,13384,28257
Sensor_board_1,1685658443526607000,52333,19558
Sensor_board_1,1685658443551739000,30690,42293
Sensor_board_1,1685658443572612000,48938,46412
Sensor_board_1,1685658443595691000,43675,28190
Sensor_board_1,1685658443630154000,16341,57400
Sensor_board_1,1685658443657060000,27910,21826
Sensor_board_1,1685658443682769000,62002,1305
Sensor_board_1,1685658443708826000,26307,61197
Sensor_board_1,1685658443744726000,46010,3620
Sensor_board_1,1685658443768568000,3294,53367
Sensor_board_1,1685658443790724000,48420,49270
Sensor_board_1,1685658443812584000,41113,18302
Sensor_board_1,1685658443841522000,44183,12415
Sensor_board_1,1685658443860630000,13819,16198
Sensor_board_1,1685658443887475000,38613,41796
Sensor_board_1,1685658443916705000,19787,49742
Sensor_board_1,1685658443937714000,15820,60524
Sensor_board_1,1685658443956434000,5379,41848
Sensor_board_1,1685658443977498000,22478,39968
Sensor_board_1,1685658443997617000,45483,40741
Sensor_board_1,1685658444020206000,64305,13118
Sensor_board_1,1685658444040391000,3727,22286
Sensor_board_1,1685658444062547000,3310,37943
Sensor_board_1,1685658444083545000,48646,20544
Sensor_board_1,1685658444107587000,35913,51306
Sensor_board_1,1685658444128281000,15633,44860
Sensor_board_1,1685658444158463000,23779,6676
Sensor_board_1,1685658444181419000,1858,30836
Sensor_board_1,1685658444201546000,20531,41514
Sensor_board_1,1685658444226066000,18747,41334
Sensor_board_1,1685658444248523000,36077,46435
Sensor_board_1,1685658444267353000,26307,60224
Sensor_board_1,1685658444287698000,2438,41855
Sensor_board_1,1685658444311458000,60350,41311
Sensor_board_1,1685658444338776000,7703,24602
Sensor_board_1,1685658444359290000,37998,42321
Sensor_board_1,1685658444380369000,49617,21769
Sensor_board_1,1685658444403628000,18797,12070
Sensor_board_1,1685658444424448000,39032,32041
Sensor_board_1,1685658444453480000,31417,60737
Sensor_board_1,1685658444474210000,52844,4352
Sensor_board_1,1685658444506185000,60272,9547
Sensor_board_1,1685658444524456000,30152,18768
Sensor_board_1,1685658444543327000,16547,17214
Sensor_board_1,1685658444562315000,44470,25653
Sensor_board_1,1685658444582370000,16777,12573
Sensor_board_1,1685658444600353000,18585,4618
Sensor_board_1,1685658444621972000,19763,16713
Sensor_board_1,1685658444644575000,47572,20555
Sensor_board_1,1685658444664341000,12482,33892
Sensor_board_1,1685658444684391000,8212,58921
Sensor_board_1,1685658444711423000,21686,27695
Sensor_board_1,1685658444737644000,58907,30722
Sensor_board_1,1685658444756799000,61483,30472
Sensor_board_1,1685658444779428000,61337,39006
Sensor_board_1,1685658444801872000,51895,21000
Sensor_board_1,1685658444822354000,45372,20500
Sensor_board_1,1685658444841550000,46609,7490
Sensor_board_1,1685658444861546000,3034,18771
Sensor_board_1,1685658444883914000,6474,27406
Sensor_board_1,1685658444911372000,3720,55336
Sensor_board_1,1685658444935479000,44237,36416
Sensor_board_1,1685658444956433000,9778,30986
Sensor_board_1,1685658444977586000,18674,7707
Sensor_board_1,1685658445003284000,63245,15741
Sensor_board_1,1685658445031371000,7419,2115
Sensor_board_1,1685658445056320000,51309,13418
Sensor_board_1,1685658445076407000,42819,38488
Sensor_board_1,1685658445094405000,56028,17764
Sensor_board_1,1685658445116706000,50294,27930
Sensor_board_1,1685658445141437000,46789,16683
Sensor_board_1,1685658445161291000,42893,36618
Sensor_board_1,1685658445179444000,10063,17229
Sensor_board_1,1685658445200227000,30559,31533
Sensor_board_1,1685658445220285000,15619,7763
Sensor_board_1,1685658445239265000,45102,9064
Sensor_board_1,1685658445261255000,12938,25377
Sensor_board_1,1685658445283490000,57672,53046
Sensor_board_1,1685658445305330000,57935,58643
Sensor_board_1,1685658445324448000,63480,49466
Sensor_board_1,1685658445344294000,34207,22551
Sensor_board_1,1685658445365311000,65189,21088
Sensor_board_1,1685658445385357000,48485,44380
Sensor_board_1,1685658445420550000,22547,48971
Sensor_board_1,1685658445444364000,18834,45590
Sensor_board_1,1685658445483874000,13428,26
Sensor_board_1,1685658445676590000,14436,37971
Sensor_board_1,1685658446216516000,64649,14090
Sensor_board_1,1685658446257906000,53420,34170
Sensor_board_1,1685658446280696000,22491,58475
Sensor_board_1,1685658446302493000,9045,21806
Sensor_board_1,1685658446322314000,14901,42840
Sensor_board_1,1685658446342562000,64569,20805
Sensor_board_1,1685658446364912000,7076,23337
Sensor_board_1,1685658446404672000,59537,307
Sensor_board_1,1685658446444751000,9508,38406
Sensor_board_1,1685658446474507000,4884,35093
Sensor_board_1,1685658446509445000,60753,5755
Sensor_board_1,1685658446532559000,48216,64048
Sensor_board_1,1685658446558237000,1996,14186
Sensor_board_1,1685658446584666000,55453,37915
Sensor_board_1,1685658446606456000,9437,5465
Sensor_board_1,1685658446627685000,53648,60928
Sensor_board_1,1685658446650859000,53325,32036
Sensor_board_1,1685658446672300000,38018,15217
Sensor_board_1,1685658446695684000,30435,51053
Sensor_board_1,1685658446716623000,25130,63524
Sensor_board_1,1685658446738566000,52270,28738
Sensor_board_1,1685658446767739000,58178,53080
Sensor_board_1,1685658446793841000,31184,11271
Sensor_board_1,1685658446813353000,11719,10781
Sensor_board_1,1685658446835495000,35904,57162
Sensor_board_1,1685658446859671000,9736,44583
Sensor_board_1,1685658446880532000,35483,60441
Sensor_board_1,1685658446903600000,37415,13313
Sensor_board_1,1685658446925483000,2277,22348
Sensor_board_1,1685658446946534000,64352,36867
Sensor_board_1,1685658446965514000,55021,383
Sensor_board_1,1685658446986735000,26123,41085
Sensor_board_1,1685658447009461000,35980,15442
Sensor_board_1,1685658447029705000,39589,1052
Sensor_board_1,1685658447054963000,16307,30045
Sensor_board_1,1685658447076404000,38383,14623
Sensor_board_1,1685658447100601000,15665,15636
Sensor_board_1,1685658447143700000,64746,43782
Sensor_board_1,1685658447165736000,43893,62466
Sensor_board_1,1685658447193619000,61298,3427
Sensor_board_1,1685658447215729000,32491,34133
Sensor_board_1,1685658447239595000,48553,42270
Sensor_board_1,1685658447263726000,6205,46909
Sensor_board_1,1685658447286689000,30819,6933
Sensor_board_1,1685658447313520000,37589,10342
Sensor_board_1,1685658447338685000,2771,7806
Sensor_board_1,1685658447362630000,43897,38686
Sensor_board_1,1685658447382647000,1294,35653
Sensor_board_1,1685658447413834000,49682,64598
Sensor_board_1,1685658447436574000,51308,32769
Sensor_board_1,1685658447459593000,55148,50740
Sensor_board_1,1685658447482739000,55280,56177
Sensor_board_1,1685658447506789000,62743,24699
Sensor_board_1,1685658447530493000,50460,40991
Sensor_board_1,1685658447552810000,49901,12642
Sensor_board_1,1685658447575638000,60151,41764
Sensor_board_1,1685658447597886000,46233,50437
Sensor_board_1,1685658447621777000,21112,41524
Sensor_board_1,1685658447646732000,1194,24944
Sensor_board_1,1685658447670951000,29786,56090
Sensor_board_1,1685658447693708000,39042,21582
Sensor_board_1,1685658447719661000,51592,20742
Sensor_board_1,1685658447745802000,6560,59467
Sensor_board_1,1685658447769585000,13755,22900
Sensor_board_1,1685658447794977000,2104,16952
Sensor_board_1,1685658447819108000,50085,31309
Sensor_board_1,1685658447839772000,2890,54102
Sensor_board_1,1685658447863706000,43136,13367
Sensor_board_1,1685658447886762000,43363,1099
Sensor_board_1,1685658447912746000,61156,17745
Sensor_board_1,1685658447937620000,8462,7963
Sensor_board_1,1685658447960786000,23077,29461
Sensor_board_1,1685658447985460000,23952,44375
Sensor_board_1,1685658448008684000,22929,57615
Sensor_board_1,1685658448033423000,4864,60476
Sensor_board_1,1685658448055744000,37710,1390
Sensor_board_1,1685658448080951000,58118,17194
Sensor_board_1,1685658448103710000,38557,11305
Sensor_board_1,1685658448126737000,29536,16736
Sensor_board_1,1685658448149815000,32026,866
Sensor_board_1,1685658448172646000,62358,8293
Sensor_board_1,1685658448197733000,42986,53787
Sensor_board_1,1685658448220862000,4495,21359
Sensor_board_1,1685658448242665000,48285,44567
Sensor_board_1,1685658448265429000,48609,30282
Sensor_board_1,1685658448291777000,33687,19510
Sensor_board_1,1685658448316665000,50731,14893
Sensor_board_1,1685658448338566000,12692,57408
Sensor_board_1,1685658448358640000,56527,34048
Sensor_board_1,1685658448377676000,51658,58369
Sensor_board_1,1685658448398584000,32336,25181
Sensor_board_1,1685658448420699000,39001,7940
Sensor_board_1,1685658448441572000,48901,17271
Sensor_board_1,1685658448462410000,50860,17476
Sensor_board_1,1685658448483554000,17809,54847
Sensor_board_1,1685658448505481000,26060,65339
Sensor_board_1,1685658448526468000,42381,13155
Sensor_board_1,1685658448548583000,38576,56957
Sensor_board_1,1685658448569601000,1919,43306
Sensor_board_1,1685658448590616000,31908,6683
Sensor_board_1,1685658448613595000,63177,15202
